text,drugs,symptoms,relations
"I have been taking clindamycin 300mg for five days now, 4 times a day.  I've been feeling a bit off each day, some lightheadedness, and yesterday I went to bed early because I just didn't feel well.  This morning I had trouble getting a good breath.  I thought the medicine wasn't doing much to clear up the infection.  As the day wore on, though, I felt better able to breathe.  I took another capsule about a half hour ago and experienced the worst heartburn I've ever had.  It burned from mid-chest down into my stomach, even though I drank an entire 20 oz. bottle of water.  I followed that with some yogurt, which seems to have helped some, but I can still a roving discomfort from my throat to my stomach.  And now I'm having worse trouble breathing than I did this morning.  I hate to quit the antibiotics, because I know that taking the full course is important.  But they are affecting my breathing.  I will be on phone to the doctor first thing in the morning.Read More Read Less",['clindamycin'],"['trouble getting a good breath', 'lightheadedness', 'heartburn']","[('clindamycin', 'has_adverse_drug_reaction', 'lightheadedness'), ('clindamycin', 'has_adverse_drug_reaction', 'trouble getting a good breath'), ('clindamycin', 'has_adverse_drug_reaction', 'heartburn')]"
I started taking this medication to clear up an abscess that started around a crowned tooth.  Little did I know I must have had a really bad and deep sinus infection as well.  About 2-3 days after starting the clindamycin and huge and disgusting amount of drainage came out of my nose when I blew it.  It was so disgusting it made me throw up.  I wasn't sure though if it was the smell of the mucus & infection or was it the smell of the antibiotic.  I keep smelling it in my right nostril.  Hopefully it is clearing up all infections at once.  Did have a little bowel movement issues but nothing major.Read More Read Less,['clindamycin'],"['abscess', 'really bad and deep sinus infection', 'little bowel movement issues', 'throw up', 'huge and disgusting amount of drainage']","[('clindamycin', 'has_adverse_drug_reaction', 'huge and disgusting amount of drainage'), ('clindamycin', 'has_adverse_drug_reaction', 'little bowel movement issues')]"
Had surgery in neck and got infected in the incision took clindamycin and developed severe diarhea and major heartburn. checking into C-DIFF. Very UNHAPPY!,['clindamycin'],"['infected in the incision', 'major heartburn', 'severe diarhea']","[('clindamycin', 'has_adverse_drug_reaction', 'severe diarhea'), ('clindamycin', 'has_adverse_drug_reaction', 'major heartburn')]"
"I just recently completed taking a full 7 day perscription and have been done for 4 days. I was perscribed clindamycin for a severely abcessed tooth and half my face was swelled. I was taking 2 x 150 mg 4 times a day. Based on what the pharmicist said and the reviews on here I was terrified of taking this drug, so here is what I did to help limit the side effects with great success so far. 1) I made sure to always eat some food with-in an hour of taking. 2)Prior to each dose I ate 4 oz of Yoplait yogurt - make sure it contains ""Live Active Cultures"" 3) I drank a full 16 oz bottle of water with each dose and plenty of water throughout the day. 4) I made sure not to lay down for 30 mins after taking 4) I made sure to take at 6 hr intervals. The only issue I had was one time about 10 minutes after taking I did get a pretty good case of heartburn that lasted about an hour but that was it. I strongly recommend to not drink any alcohol while on this antibiotic!! As with any antibiotic I am going to continue eating yogurt on a daily basis to help rebuild the probiotics in my body. Also I'm not a medical professional, but I would never take an antibiotic as a ""precaution"" against infection because if there is no infection to kill then all there is for the medicine to attack is the good bacteria in you. This antibiotic worked for me and I hope this helps others because I was in a tremendous amount of pain and it worked to clear up the infection!!Read More Read Less","['clindamycin', 'antibiotic']","['severely abcessed tooth', 'heartburn', 'half my face was swelled']","[('clindamycin', 'has_adverse_drug_reaction', 'heartburn')]"
"My 10 month infant was diagnosed with a respiratory infection caused by bacteria and orbital cellulitus.  My baby had an adverse reaction to the amoxicillin the doctor first prescribed.  So, clindamycin was prescribed in the alternative.  After the first day of full use, I noticed my son was breathing much better and it cleared his puffy red eyes.  But, he also began throwing up.  He literally could not hold anything down, including pedialyte.  I had my poor infant hanging over a toilet.  I have discontinued its use.  I caution parents to think twice about agreeing to use this medicine.  While it is extremely effective, the side effects outweigh any benefits.Read More Read Less","['pedialyte', 'amoxicillin', 'clindamycin']","['breathing much better', 'cleared his puffy red eyes', 'orbital cellulitus', 'respiratory infection', 'throwing up']","[('clindamycin', 'has_positive_reaction', 'breathing much better'), ('clindamycin', 'has_positive_reaction', 'cleared his puffy red eyes'), ('clindamycin', 'has_adverse_drug_reaction', 'throwing up')]"
"I was prescribed clindamycin due to an infection I had exactly a month after having my wisdom teeth removed. So far I haven't had an serious side effects, with the only ones being dizziness the first time I took it (laid down immediately after I took 2...oops) and then using the restroom every now or then (no diarrhea as I've read in most cases) I've been on it for almost a week now. I usually eat a meal and then drink a yogurt before taking that with two full glasses of water. I don't know if that's what's helped me, but if its any help I would take it as I've described! I also tend to drink chamomile tea with honey...Read More Read Less",['clindamycin'],['dizziness'],"[('clindamycin', 'has_adverse_drug_reaction', 'dizziness')]"
"This is the 2nd time I took this med. The 1st time was after a root canal, and I had diarrhea within 3 days. I stopped the med and had diarrhea for 19 days, along with a trip to the ER for dehydration and migraine from the dehydration.   THIS time.....I had strep throat and bacterial bronchitis. I took amoxicillin for 10 days. 3 days later i had the scratchy throat and pus starting to grow on my tonsils again. It was the weekend and my doc didn't call back. I went to an urgent care ctr where I was prescribed this med after the doc said i had tonsillitis and bronchitis. Day 3....diarrhea. Then it dawned on me that last summer's ""incident"" was NOT a stomach VIRUS, it was the effects of the clindamycin. From what I read, it shouldn't be given to people with a history of gastro issues. I HAVE MANY! And it should be more of a ""last resort"" med, where the benefits outway the side effects.    I do take probiotics every day anyway, and step it up when on antibiotics....2 hrs after every dose of antibiotics i take the probiotics.     BUT.... I should NEVER have been given this med for tonsillitis!!! Now I am AGAIN stuck in the house due to diarrhea that hits me whenever it feels like, with no warning.     DONT TAKE THIS MED unless there is no other alternative!!!! YOU COULD GET C. DIFF!!! It COULD KILL YOU!!!Read More Read Less","['probiotics', 'amoxicillin', 'clindamycin']","['pus starting to grow on my tonsils', 'stomach VIRUS', 'dehydration', 'C. DIFF', 'bacterial bronchitis', 'diarrhea', 'scratchy throat', 'tonsillitis', 'migraine from the dehydration', 'strep throat', 'gastro issues']","[('clindamycin', 'has_adverse_drug_reaction', 'diarrhea'), ('clindamycin', 'has_adverse_drug_reaction', 'dehydration'), ('clindamycin', 'has_adverse_drug_reaction', 'migraine from the dehydration'), ('clindamycin', 'has_adverse_drug_reaction', 'C. DIFF')]"
My dentist gave me clindamycin for a infection in my tooth. I was to take it and then go for a root canal. Into the second day that I was taking it I got heartburn that just kept getting worse. Last night It got to the point that I could not swallow food or drink. I can swallow it but I can feel where it passes thru to my stomach and it hurts so bad. It is a burning sensation and pain each time I swallow even my own spit. I took some anti acids but it does not seem to help going into the next morning. I have stopped taking this med. Oh yes and I had been taking it with plenty of water. I dont know what to do now...go to the hospital or wait. I just started a new job and have no money. I WILL TAKE THIS MED AGAIN!!!!!!!!!!Read More Read Less,['clindamycin'],"['burning sensation and pain each time I swallow', 'heartburn', 'infection in my tooth', 'could not swallow food or drink']","[('clindamycin', 'has_adverse_drug_reaction', 'heartburn'), ('clindamycin', 'has_adverse_drug_reaction', 'could not swallow food or drink'), ('clindamycin', 'has_adverse_drug_reaction', 'burning sensation and pain each time I swallow')]"
This is update- discontinued after oral surgeon I was referred to for extraction asked me if I was having any problems with this drug. He immediately told me to stop taking & prescribed erythromycin instead.  He warned me to never take clindamycin again as it causes colitis in some people!  My bowel troubles immediately ceased the next day & had no problems with other antibiotic. I would NOT recommend this antibiotic to anyone- it is not worth the risks/ side effects!,"['erythromycin', 'clindamycin']","['bowel troubles', 'colitis']","[('clindamycin', 'has_adverse_drug_reaction', 'colitis'), ('clindamycin', 'has_adverse_drug_reaction', 'bowel troubles')]"
"I contracted MRSA on my stomach and after a few days of being on Bactrim and Doxy, the hospital E.R. put me on Clindamycin, in an I.V. first, then 4 pills/day for 7 days. Since starting this med, I've had severe diarrhea! I'm sick in the morning when I wake up and sometimes it wakes me up in the middle of the night. The dr. said after finishing all the clindamycin, that I came down with a ""antibiotic-induced bacterial infection"" which had to be treated using ANOTHER antibiotic. I'm sick of taking antibiotics and so tired of having diarrhea. It doesn't matter what I eat, or IF I eat, I still have it. I tried Activia, however I was told this was for constipation and not to eat it. I tried eating only Dannon yogurt for 24 hours, and I still have diarrhea. My PCP said the clindamycin is such a strong antibiotic that it's normal to come down with a 2nd infection. I've had diarrhea for almost 3 weeks and even with prescription anti-diarrhea medication, it's still happening. It has finally started slowing down to a few times a day, usually in the mornings. I didn't know that MRSA (an abcess staph infection) could cause all these health problems. Read More Read Less","['Bactrim', 'Doxy', 'Clindamycin', 'Activia']","['wakes me up in the middle of the night', 'sick in the morning', 'constipation', 'MRSA on my stomach', 'antibiotic-induced bacterial infection', 'severe diarrhea']","[('Clindamycin', 'has_adverse_drug_reaction', 'severe diarrhea'), ('Clindamycin', 'has_adverse_drug_reaction', 'sick in the morning'), ('Clindamycin', 'has_adverse_drug_reaction', 'wakes me up in the middle of the night'), ('Clindamycin', 'has_adverse_drug_reaction', 'antibiotic-induced bacterial infection')]"
"took this drug a year ago for tooth procedure. two days and I stopped it. SO sick to my stomach.  had a root cancel yesterday and 3 days prior to it the dentist gave me clindamycin. I had the WORST HEART BURN/GERD!!! I cannot even drink ANYTHING without severe,severe burning!  I felt like I was having a heart attack!! I will REMEMBER THIS DRUG AND NEVER TAKE IT AGAIN!",['clindamycin'],"['SO sick to my stomach', 'severe,severe burning', 'felt like I was having a heart attack', 'WORST HEART BURN/GERD']","[('clindamycin', 'has_adverse_drug_reaction', 'WORST HEART BURN/GERD'), ('clindamycin', 'has_adverse_drug_reaction', 'severe,severe burning'), ('clindamycin', 'has_adverse_drug_reaction', 'felt like I was having a heart attack'), ('clindamycin', 'has_adverse_drug_reaction', 'SO sick to my stomach')]"
"I was Diagnosed with a Pertonsilliar Abcess on the left side. It was drained with a syringe one day and prescribed 300mg capsules 4X a day. Got worse went back 3 days later had the abces completely drained and same prescription. 300mg Clindomician 4X a day. Frug works great however.. becuase of the pain i had exp. with the slight surgury with the scaple, they prescribed me with Viken (hydrocodon, and when that didnt work Oxycodone) which i have just learned that it is a Constipaotr. While the Claindamycin is a diaretic. So far i have vommited twice from laying the wrong way in bed. and i have a slight headache and backache after i take only the Clindamycin. Overall does the job well. just becarefull what else you take with it. My ENT Dr. was not aware that clindamycin caused diarrha. Spelling is horrible* thanksRead More Read Less","['Oxycodone', 'hydrocodon', 'Viken', 'Clindamycin']","['vommited twice', 'Pertonsilliar Abcess', 'backache', 'diarrha', 'slight headache']","[('Clindamycin', 'has_adverse_drug_reaction', 'slight headache'), ('Clindamycin', 'has_adverse_drug_reaction', 'backache'), ('Clindamycin', 'has_adverse_drug_reaction', 'diarrha'), ('Clindamycin', 'has_positive_reaction', 'Pertonsilliar Abcess')]"
"I went from living to wanting to bash my head from the severe pain in approximately 3 hours. A time released 800 mg ibuprofen scheduled every 8 hours relieved some of the pain for 4 hours. It felt like all my teeth on one side were infected. The dentist had just closed as had the doctor. I went to urgent care & was given amoxicillin/clav (?) to handle the teeth or sinus that the doctor suspected might be the problem. Next morning all my right side teeth were tested and x-rayed. Nothing. I went to an ENT and was diagnosed with an inflamed nose hair follicle & told that Amox/Clav would probably work. I definitely went to another ENT the next day! I was lucky to get these appointments as soon as I did but I relayed the urgency of the situation. The 2nd ENT said it was the wrong medication I needed clindamycin because of MRSA infection in my nose. By now the right sie of my face-everything from center line to the right- was extremely swollen, red, very painful, and my eye was partially closed, lips swollen. I was in living hell and I can take pain. Doctor said that I would feel better in 48 hours and back to myself in 10 days. 1st pill-noon Wednesday. 11:30 pm I woke from my hell, told my wife"" I think I feel better, I'm hungry""! From that moment on  I was getting better. Thursday 95% of pain gone as was 90% of swelling. I started yogurt and a pro-biotic immediately, drank the water required and took pills with food as the doctor said. But every report I've read so far is correct-no where on the bottle does it say take with food. My treating doctor may have saved me some grief. I hope so because this is only Friday and I still have 8 days to go of this treatment. My wife said I must have really been sick because I went for medical treatment immediately- to a dentist and 3 doctors- and didn't wait my usual week or so to see how things turn out. Sorry ladies if your guy acts the same. It's a guy thing! I knew this was serious.Inflamed hair follicle! Yea right!Read More Read Less","['ibuprofen', 'amoxicillin/clav', 'clindamycin', 'pro-biotic']","['right sie of my face-everything from center line to the right- was extremely swollen, red, very painful', 'severe pain', 'eye was partially closed', 'lips swollen', 'inflamed nose hair follicle', 'MRSA infection in my nose']","[('ibuprofen', 'has_positive_reaction', 'severe pain'), ('clindamycin', 'has_positive_reaction', 'MRSA infection in my nose'), ('clindamycin', 'has_positive_reaction', 'right sie of my face-everything from center line to the right- was extremely swollen, red, very painful'), ('clindamycin', 'has_positive_reaction', 'eye was partially closed'), ('clindamycin', 'has_positive_reaction', 'lips swollen')]"
"I began taking clindamycin (150mg capsules) because I had a tooth that was infected. Since taking this drug, I have been experiencing dull headaches and I just experienced one last night that lasted until this morning. It wasn't unbearable but annoying because there was no reason or rhyme for it except the medication. Initially, it felt like someone was taking the ball of their index finger and constantly pressing against my temple (like a very mild throb). When I cough, I can feel a soreness in that area which scares me. I have experienced very mild diarreah as well. The swelling in the root of my mouth from the infected tooth has gone down and I can chew without any discomfort. However, I have 6 capsules left that I will not take. My appointment is this Friday (May 31st). I made a decision that my tooth is in good enough condition to pull without me continuing to use this scary drug.Read More Read Less",['clindamycin'],"['tooth that was infected', 'very mild diarreah', 'dull headaches', 'swelling in the root of my mouth']","[('clindamycin', 'has_adverse_drug_reaction', 'dull headaches'), ('clindamycin', 'has_adverse_drug_reaction', 'very mild diarreah'), ('clindamycin', 'has_positive_reaction', 'swelling in the root of my mouth')]"
"After being prescribed this by my dentist for an gum infection, I completed the 8 day regimen without issues.  About a week afterwards, I started suffering severe diarrhea, inflamed lower bowel and alien stools that defy description.  This was more than simple diarrhea and severe in every sense of the word.  OTC solutions, including pro-biotics did nothing.  Suffering, I went to a GP and he ended up prescribing Flagyl (Metronidazole) and me leaving a stool sample.  Conditions immediately improved and the test results all came back negative.  I finished the 10 day regimen without incident and movements continued to improve, though still not normal.  About 4 days after finishing, I almost immediately went back to the original symptoms, only worse.  This all culminated in my admitting myself to the ER and spending 3 days in the hospital. I was told I had a clostridium difficile infection as a result of taking the Clindamycin.  It was expained that the Clindamycin had killed off a spectrum of bacteria in my system leaving the previously in-check CDiff bacteria free to flourish.  This bacteria will eat the lining of your colon/bowel and is potentially life threatening.      All I know is, this whole experience has resulted in 9 days off work, +$20k in hospital fees and suffering like I've never experienced before.  Please, please ask for an alternative if your health care provider ever tries to prescribe clindamycin to you.Read More Read Less","['Flagyl', 'pro-biotics', 'Metronidazole', 'Clindamycin']","['alien stools', 'gum infection', 'inflamed lower bowel', 'clostridium difficile infection', 'severe diarrhea']","[('pro-biotics', 'has_negative_reaction', 'severe diarrhea'), ('pro-biotics', 'has_negative_reaction', 'inflamed lower bowel'), ('pro-biotics', 'has_negative_reaction', 'alien stools'), ('Flagyl', 'has_positive_reaction', 'severe diarrhea'), ('Flagyl', 'has_positive_reaction', 'inflamed lower bowel'), ('Flagyl', 'has_positive_reaction', 'alien stools'), ('Metronidazole', 'has_positive_reaction', 'severe diarrhea'), ('Metronidazole', 'has_positive_reaction', 'inflamed lower bowel'), ('Metronidazole', 'has_positive_reaction', 'alien stools'), ('Clindamycin', 'has_adverse_drug_reaction', 'clostridium difficile infection'), ('Clindamycin', 'has_adverse_drug_reaction', 'severe diarrhea'), ('Clindamycin', 'has_adverse_drug_reaction', 'inflamed lower bowel'), ('Clindamycin', 'has_adverse_drug_reaction', 'alien stools')]"
"I was prescribed clindamycin for step throat. I had terrible side effects, itching all over my body and diaheria several times a day. That didnt stop for almost a month after I stopped the medication. It worked for the step but I would not take it again knowing the reaction I will have.",['clindamycin'],"['itching all over my body', 'diaheria']","[('clindamycin', 'has_adverse_drug_reaction', 'itching all over my body'), ('clindamycin', 'has_adverse_drug_reaction', 'diaheria')]"
"The week before halloween 2009, I had a very bad toothache-which was going to be solved by a root canal.   Before I had the root canal, this toothache turned into a massive dental abcess. I was given 5 different abx, which were ineffective. I wound up being hospitalized for 5 days, and received clindamycin and augmentin around the clock. They worked well together, and got rid of the swelling. HOWEVER- I had major issues with heartburn, diarreah, upset stomach, and just general weakness while taking the medications. I actually stopped taking it because it was too painful. Here I am nearly 3 months later, and the infection is back. I started taking what I had left of the ABX 3 hours ago, and I feel it starting to upset my stomach already. FINISH your abx! I'm paying for it dearly.Read More Read Less","['clindamycin', 'augmentin']","['diarreah', 'heartburn', 'upset stomach', 'swelling', 'very bad toothache', 'massive dental abcess', 'general weakness']",[]
"Very harsh drug. I had problems with side effects. Abdominal pain, nausea, diarrhea. I have a ten day dose (on day seven now). As the days go on the side effects get worse and effect your energy. I called my dr and complained of the issues I was having with the drug. He told me to ask my pharmacist for a probiotic. Sold OTC, the pharmacist tod me to take Acidopholis. Within two days, the Acidopholis has countered my side effects and now I can take clindamycin with no problem.","['Acidopholis', 'clindamycin']","['diarrhea', 'nausea', 'Abdominal pain']","[('clindamycin', 'has_adverse_drug_reaction', 'Abdominal pain'), ('clindamycin', 'has_adverse_drug_reaction', 'nausea'), ('clindamycin', 'has_adverse_drug_reaction', 'diarrhea'), ('Acidopholis', 'has_positive_reaction', 'Abdominal pain'), ('Acidopholis', 'has_positive_reaction', 'nausea'), ('Acidopholis', 'has_positive_reaction', 'diarrhea')]"
"Horrible.. didnt treat my issues and gave me c.diff 2 weeks later.. horrible nightmare, dont understand how this is approved by FDA . Have read a lot of people get c. Diff from clindamycin...",['clindamycin'],['c.diff'],"[('clindamycin', 'has_adverse_drug_reaction', 'c.diff')]"
"Was prescribed for an extremely painful infection in my molar. (Was so bad, even pain killers couldnt relieve my pain)  My tooth was abstracted and I was given antibiotics to help clear infection. Worked within 3 hours of taking it, but the side effects really stink!  No diahrea for me but very painful heartburn and a sore throat. I thought I had strep but it was just the clindamycin.  I also felt extremely fatigued and dizzy.  But nothing compares to the pain of that tooth. My 10 day routine is almost up so ill know if any long term side effects will form but so far so good.  I'm just so happy the pain of my infection is gone! :)Read More Read Less",['clindamycin'],"['dizzy', 'painful heartburn', 'sore throat', 'extremely painful infection in my molar', 'extremely fatigued']","[('clindamycin', 'has_adverse_drug_reaction', 'painful heartburn'), ('clindamycin', 'has_adverse_drug_reaction', 'sore throat'), ('clindamycin', 'has_adverse_drug_reaction', 'extremely fatigued'), ('clindamycin', 'has_adverse_drug_reaction', 'dizzy'), ('clindamycin', 'has_positive_reaction', 'extremely painful infection in my molar')]"
"I have taken more than the average number of types of medication throughout my lifetime. I have never experienced any side-effects from any of them until clindamycin. I had the most horrible stabbing pains in my upper stomach area, even while standing after taking. The pain was severe and lasted for hours. Didn't matter if I took it with food or not. I tried and tried to follow the regimen, as I know you should take the full amount prescribed, and had paid over $100 for a ten day supply with no insurance. I just can't stand the pain as it feels as if there are razor blades in my stomach. Got from an ER, but will call my regular dr. today.Read More Read Less",['clindamycin'],"['feels as if there are razor blades in my stomach', 'horrible stabbing pains in my upper stomach area']","[('clindamycin', 'has_adverse_drug_reaction', 'horrible stabbing pains in my upper stomach area'), ('clindamycin', 'has_adverse_drug_reaction', 'feels as if there are razor blades in my stomach')]"
"I was prescribed 150 mg. 4X daily by an endodotist in preparation for a root canal.  Taking four doses daily felt like too many. Initially, I had some mild digestive complaints: acidity, bloating, burping, and hiccups. Two days into use, I developed an persistent nagging vise-like headache, not migraine, which I didn't at first link to the medication. The headache was accompanied by mental fogginess and some dizziness as well. The headache only stopped when I discontinued the antibiotic two days sooner than prescribed--after consulting a pharmacist. What ultimately made me stop was a marked rash on the trunk (which was noticeable on the third day into treatment and which subsequently spread to my arms and legs). The discomfort from the itching was intense. Benedryl has provided some minor relief.  However, two days after my discontinuing clindamycin HCL, the rash persists and seems to have gained even more ground. As of yet, I'm glad to report that it is not on my face and neck--but I've got it pretty much everywhere else. Having read the posts by others, many of whom have had severe diarrhea--sometimes well after completing this medication, I am making a serious effort to use probiotics and yogurt to avoid c. difficile. If you must take this medication, I would strongly urge you to attend to and report side effects quickly. Do not believe that taking an antihistamine to deal with the itching will solve the problem--as I was lulled into believing.I wish I'd stopped using the drug earlier. I would also recommend that you request an alternate antibiotic.  Previous experience with metronidazole proved to be far less problematic for me. I will not use this medication again as I understand that side effects can be much more serious at second exposure to the drug.Read More Read Less","['clindamycin HCL', 'probiotics', 'Benedryl', 'metronidazole']","['discomfort from the itching', 'hiccups', 'mental fogginess', 'bloating', 'burping', 'persistent nagging vise-like headache', 'marked rash on the trunk', 'acidity', 'severe diarrhea', 'dizziness']","[('Benedryl', 'has_positive_reaction', 'discomfort from the itching'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'acidity'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'bloating'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'burping'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'hiccups'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'persistent nagging vise-like headache'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'marked rash on the trunk'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'discomfort from the itching'), ('clindamycin HCL', 'has_adverse_drug_reaction', 'severe diarrhea')]"
"Was given clindamycin 300mg 4x day for 10 days for tooth extractions and infection. When taking the drug, it made my stomach upset, mild nausea, and dry mouth, but it killed the infection. Now 2 weeks after completing the treatment I have diarrhea, urinary urgency and dysuria. I will never take this medicine again!    I don't know what to do, no insurance, no money to pay for a doctor, so I'm just going to have to let this run its course.",['clindamycin'],"['diarrhea', 'mild nausea', 'dry mouth', 'dysuria', 'stomach upset', 'urinary urgency']","[('clindamycin', 'has_adverse_drug_reaction', 'stomach upset'), ('clindamycin', 'has_adverse_drug_reaction', 'mild nausea'), ('clindamycin', 'has_adverse_drug_reaction', 'dry mouth'), ('clindamycin', 'has_adverse_drug_reaction', 'diarrhea'), ('clindamycin', 'has_adverse_drug_reaction', 'urinary urgency'), ('clindamycin', 'has_adverse_drug_reaction', 'dysuria')]"
"I had an infection in my gums and used clindamycin for a week, no problem. I had injections in my gums and stitches the following week and that afternoon I took another pill, I came out in a rash all over my body for the next 3 days, benedryl did not help, had to get meds from an Allergist who told me I was not allergic to anything other than this drug.  I lost sleep for 3 nights scratching and itching, never had anything like this before, so I now know never to use this drug. I do not use any drugs other than vitamins and am in great health.  can't answer the required ino under your questionaire as to what I had.Read More Read Less","['clindamycin', 'benedryl']","['lost sleep for 3 nights', 'rash all over my body', 'scratching and itching', 'infection in my gums']","[('clindamycin', 'has_adverse_drug_reaction', 'rash all over my body'), ('benedryl', 'has_negative_reaction', 'rash all over my body'), ('clindamycin', 'has_adverse_drug_reaction', 'lost sleep for 3 nights'), ('clindamycin', 'has_adverse_drug_reaction', 'scratching and itching')]"
"I was given clindamycin as a precaution when having a tooth extracted. I am allergic to Amox and I am pregnant so this was the drug my dentist prescribed. I have had horrible heart burn and have been extra achy since i have been on it - all of which i thought was just a symptom of pregnancy, not due to the drug. On day 3-5 of taking it, i developed an awful rash. I stopped taking it yesterday (day 7 of treatment) when i made the correlation. The rash has gotten worse in the last 24 hours and has spread from my abdomen and chest to my head, behind my ears, my back, in between my legs. hopefully this will clear up soon. I did have some trouble with diarrhea on days 2-3 of treatment, i felt very sick, thought it was something that i had eaten. Luckily I eat yogurt almost every day anyway. I will continue to eat yogurt for a while to be safe.Read More Read Less","['clindamycin', 'Amox']","['rash has gotten worse', 'horrible heart burn', 'extra achy', 'trouble with diarrhea', 'awful rash']","[('clindamycin', 'has_adverse_drug_reaction', 'horrible heart burn'), ('clindamycin', 'has_adverse_drug_reaction', 'extra achy'), ('clindamycin', 'has_adverse_drug_reaction', 'awful rash'), ('clindamycin', 'has_adverse_drug_reaction', 'trouble with diarrhea')]"
"After the first dose of medication I was immediately ill.  I felt like I was getting the flu.  Then the screaming headache starting with vomiting.  I could not sleep because of the pain. I lost my appetite.  I took the medication for 2 days (4 doses) after the 4th doses I stopped. The material listing side effects from the pharmacy listed these side effects and i was scared.  After  reading the other reviews I know feel better knowing I am not alone.  I have not taken the bactrim for 2 days, headache and vomiting stopped, but i still like I have the flu.  If this is prescribed by you doctor, ask for something else. I felt like, ""the cure was going to kill me"".Read More Read Less",['bactrim'],"['could not sleep because of the pain', 'lost my appetite', 'screaming headache', 'vomiting', 'felt like I was getting the flu']","[('bactrim', 'has_adverse_drug_reaction', 'felt like I was getting the flu'), ('bactrim', 'has_adverse_drug_reaction', 'screaming headache'), ('bactrim', 'has_adverse_drug_reaction', 'vomiting'), ('bactrim', 'has_adverse_drug_reaction', 'could not sleep because of the pain'), ('bactrim', 'has_adverse_drug_reaction', 'lost my appetite')]"
"On bactrim 2x a day for 14 days along with Doxycycline for Staph skin infection. Don't know if it was the Bactrim or the Doxy but had stomach cramps & nasau if I didn't take with food. Even with food still felt a little quesy. Aslo on day 7 developed a headache, red extremely itchy rash and fever. By day 9 the fever was 104.8 and the Dr. swapped the Bactrim out & put me on Cipro which I cant start until the red itchy spots go away. The staph infection on my chin does look better. I think it's from the HOT salt water soaks I've been doing 4x a day not all these antibiotics that make me more sick.Read More Read Less","['Doxycycline', 'Doxy', 'Bactrim', 'bactrim', 'Cipro']","['red itchy spots', 'fever was 104.8', 'headache', 'staph infection on my chin', 'red extremely itchy rash', 'stomach cramps', 'fever', 'nasau']","[('Cipro', 'has_positive_reaction', 'staph infection on my chin')]"
"I cannot think of many ailments that would be worse than what bactrim causes. The side effects are horrible. Fever 104, extreme chills, whelps, eyes swelled shut, lips swollen, chest pains, difficutly breathing and extreme redness over my whole body.  It has been days since I wound up in an out of state emergency room and I am still having problems.  If someone mentions giving you bactrim, run like the wind.  It should be taken off the market!!!!!",['bactrim'],"['extreme redness over my whole body', 'eyes swelled shut', 'Fever 104', 'lips swollen', 'extreme chills', 'difficutly breathing', 'chest pains', 'whelps']","[('bactrim', 'has_adverse_drug_reaction', 'Fever 104'), ('bactrim', 'has_adverse_drug_reaction', 'extreme chills'), ('bactrim', 'has_adverse_drug_reaction', 'whelps'), ('bactrim', 'has_adverse_drug_reaction', 'eyes swelled shut'), ('bactrim', 'has_adverse_drug_reaction', 'lips swollen'), ('bactrim', 'has_adverse_drug_reaction', 'chest pains'), ('bactrim', 'has_adverse_drug_reaction', 'difficutly breathing'), ('bactrim', 'has_adverse_drug_reaction', 'extreme redness over my whole body')]"
"i had severe cellulites on both fore arms and left hand, was hospitalized because was so bad went into sepsis state.  I got released with prescription for bactrim ds / 14 days and keflex.  Am on day six , it difficult to take them, hard to swallow, pretty bad nausea ,  and gas .......infection is clearing up , am grateful for that.  praying dont have any more side effects .  reading these posts are pretty scary , just remember everyone is different in how they are going to react to any drug.  listen to your body and report immediately any bad effects.   Read More Read Less","['keflex', 'bactrim ds']","['sepsis state', 'hard to swallow', 'severe cellulites on both fore arms and left hand', 'pretty bad nausea', 'gas']",[]
